Rank, Album Name, Rating, #votes, Popularity
1062, SONIC THE HEDGEHOG 10th Anniversary, 4.46, 13, 0.1130
1063, The Legend of Zelda: Twilight Princess Official Soundtrack, 3.26, 27, 0.1128
1064, Devil May Cry 4 Original Soundtrack, 4.00, 16, 0.1128
1065, Streets of Rage Remake, 4.54, 12, 0.1127
1066, Super Street Fighter II Turbo HD Remix Official Soundtrack / OverClocked ReMix, 3.42, 25, 0.1127
1067, MIDI POWER ver.5.0, 4.55, 11, 0.1126
1068, Kingdom Hearts Original Soundtrack, 4.39, 18, 0.1126
1069, TIME TRAVELERS Original Soundtrack, 3.73, 15, 0.1123
1070, TV ANIMATION FULLMETAL ALCHEMIST ORIGINAL SOUNDTRACK 2, 4.31, 13, 0.1123
1071, Game Sound Museum ~Famicom Edition~ 01 Super Mario Bros., 4.50, 11, 0.1123
1072, World of Goo Soundtrack, 4.38, 16, 0.1123
1073, BERSERK ORIGINAL SOUNDTRACK, 4.86, 14, 0.1123
1074, GHOST IN THE SHELL Original Soundtrack, 4.36, 11, 0.1122
1075, COMPLETE TRINITY: SONIC HEROES - ORIGINAL SOUNDTRAX, 4.04, 24, 0.1121
1076, FRONT MISSION 2 Original Soundtrack [Limited Edition], 4.18, 11, 0.1121
1077, Raystorm, 4.38, 12, 0.1120
1078, Gyakuten Saiban 4 Original Soundtrack, 3.56, 17, 0.1120
1079, Final Fantasy VI: Balance and Ruin, 4.23, 22, 0.1119
1080, Suite Dragon Quest II -Gods of the Evil Spirits-, 4.19, 13, 0.1119
1081, DANGANRONPA Original Soundtrack, 4.25, 18, 0.1117
1082, Vent ~ Grandia Arrange Version, 3.42, 19, 0.1116
1083, DELTORA QUEST Seven Jewels ORIGINAL SOUNDTRACK, 3.78, 18, 0.1116
1084, PANZER DRAGOON ORTA OFFICIAL SOUNDTRACK, 4.50, 15, 0.1113
1085, murmur, 4.25, 12, 0.1112
1086, MOTHER3+, 3.38, 17, 0.1112
1087, Perfect Collection Sorcerian Vol. 2, 3.96, 13, 0.1111
1088, Star Ocean Blue Sphere Arrange&Sound Trax, 4.07, 15, 0.1110
1089, CODE GEASS Lelouch of the Rebellion R2 O.S.T., 4.62, 13, 0.1108
1090, Classic Dungeon ~Fuyoku no Masoujin~ Original Soundtrack, 4.64, 11, 0.1107
1091, Distant Worlds: music from FINAL FANTASY Returning Home, 4.38, 20, 0.1107
1092, Competition / Sega Rally Championship Complete, 4.05, 11, 0.1106
1093, Rhapsodia Original Soundtrack, 3.82, 14, 0.1105
1094, HALO 3 Original Soundtrack, 3.43, 22, 0.1105
1095, LAND STALKER ~Koutei no Zaihou~, 4.14, 14, 0.1104
1096, VIEWTIFUL JOE + VIEWTIFUL JOE 2 ORIGINAL SOUNDTRACK, 4.04, 13, 0.1103
1097, Ganbare Goemon: Yukihime Kyuushutsu Emaki, 4.33, 12, 0.1103
1098, GUWANGE / ESP RA.DE. ORIGINAL SOUND TRACK, 4.03, 17, 0.1103
1099, Shin Megami Tensei: Devil Summoner 2: Raidou Kuzunoha vs. King Abaddon Soundtrack, 4.18, 14, 0.1102
1100, Terror in Resonance Original Soundtrack, 4.31, 18, 0.1101
1101, Ninja Gaiden Original Sound Trax, 4.18, 14, 0.1101
1102, Shin Sekaiju no MeiQ millennium no shoujo ORIGINAL SOUNDTRACK, 4.14, 18, 0.1101
1103, Phantasy Star Online Original Sound Track, 4.23, 20, 0.1100
1104, HANJUKU HERO VS 3D ORIGINAL SOUNDTRACK, 3.74, 17, 0.1100
1105, Mortal Kombat II • Music from the Arcade Game Soundtrack, 4.17, 15, 0.1099
1106, TAKAHASHIMEIJIN NO DAIBOUKENJIMA, 3.97, 15, 0.1099
1107, G-DARIUS ORIGINAL ARCADE SCORE, 4.54, 12, 0.1099
1108, Hexyz Force Original Sound Track, 4.36, 11, 0.1097
1109, Winbee's Neo Cinema Club ~Evergreen~, 4.15, 13, 0.1097
1110, Nintendo Sound Selection vol.2 Koopa <Loud Music>, 3.92, 19, 0.1097
1111, PROJECT SYLPHEED Original Soundtrack, 4.12, 17, 0.1095
1112, AFTER BURNER 20th Anniversary Box, 4.43, 14, 0.1094
1113, Söldner-X: Himmelsstürmer Complete Edition Original Soundtrack, 3.75, 12, 0.1091
1114, Tales of Destiny2 Original Soundtrack, 3.71, 19, 0.1091
1115, Street Fighter ZERO3 Original Soundtrack, 3.88, 21, 0.1089
1116, Valkyria Chronicles TV Animation Original Soundtrack, 4.41, 11, 0.1087
1117, GHOST TRICK Original Sound Track, 4.53, 18, 0.1087
1118, Nintendo Sound Selection vol.3 Luigi <B-Side Music>, 4.09, 17, 0.1087
1119, HEAVENSWARD: FINAL FANTASY XIV Original Soundtrack, 4.18, 17, 0.1086
1120, Final Fantasy V Mambo de Chocobo, 3.77, 11, 0.1085
1121, STREET FIGHTER III 2nd IMPACT GIANT ATTACK ORIGINAL SOUND TRACK, 4.29, 12, 0.1084
1122, Capcom Music Generation Area 88 Original Soundtrack, 3.73, 13, 0.1083
1123, PIANO OPERA FINAL FANTASY VII/VIII/IX, 4.19, 16, 0.1083
1124, SAKIYA=RUMEI Ar tonelico III hymmnos concert side. Blue, 4.37, 15, 0.1076
1125, FALCOM BOSS ZANMAI, 3.82, 17, 0.1076
1126, Makoto Shinkai Image Album "PROMISE", 4.60, 15, 0.1075
1127, COWBOY BEBOP Original Soundtrack 2 No Disc, 3.75, 12, 0.1074
1128, SONIC LOST WORLD ORIGINAL SOUNDTRACK WITHOUT BOUNDARIES, 4.10, 15, 0.1074
1129, Genso Suikoden Music Collection Produced by Hiroyuki Namba/Played by Yajuh-Ohkoku, 4.25, 16, 0.1073
1130, RAKA / Akiko Shikata, 4.75, 16, 0.1073
1131, DOOM Music, 4.09, 11, 0.1072
1132, EVERGRACE Original Soundtrack, 4.59, 11, 0.1070
1133, Falcom J.D.K. BAND 2 / Dalk Fukt no Gyakushuu, 4.14, 14, 0.1070
1134, Parodius da! -Shinwa kara Owaraihe-, 3.77, 11, 0.1069
1135, Granado Espada Original Sound Track Volume 1, 4.19, 18, 0.1067
1136, CYBER ORG ORIGINAL SOUNDTRACK, 4.08, 12, 0.1067
1137, FINAL FANTASY XIV - Eorzean Frontiers, 4.05, 11, 0.1067
1138, Valkyrie Profile -Covenant of the Plume- Original Sound Track, 3.86, 14, 0.1065
1139, NEON GENESIS EVANGELION II, 3.93, 15, 0.1063
1140, Genso Suikogaiden Vol.1 Swordsman of Harmonia Original Soundtrack, 4.50, 13, 0.1062
1141, "Attack on Titan" Original Soundtrack II, 3.94, 48, 0.1062
1142, WANDERINGS II, 4.19, 13, 0.1062
1143, Namco Game Sound Express VOL.17 Tekken, 4.04, 14, 0.1060
1144, The Vanishment of Haruhi Suzumiya Original Soundtrack, 4.58, 12, 0.1058
1145, FRONT MISSION 4 plus 1st ORIGINAL SOUNDTRACK, 3.96, 12, 0.1057
1146, Dragon Quest IX Hoshizora no Mamoribito Synthesizer & Original Soundtrack, 4.14, 11, 0.1056
1147, Beyond Good & Evil, 4.19, 18, 0.1056
1148, DISSIDIA 012[duodecim] FINAL FANTASY Original Soundtrack [Limited Edition], 3.77, 26, 0.1056
1149, Silent Hill Downpour Original Soundtrack, 3.97, 17, 0.1054
1150, Let's TAP SOUNDTRACK, 3.75, 16, 0.1051
1151, The OneUps Volume 2, 4.10, 15, 0.1050
1152, Symphonic Poem "Hope" [Limited Edition], 3.81, 13, 0.1050
1153, NINJA GAIDEN Σ2 Official Soundtrack, 4.21, 12, 0.1047
1154, Street Fighter V Original Soundtrack, 4.03, 15, 0.1047
1155, COWBOY BEBOP Original Soundtrack 3 BLUE, 3.65, 13, 0.1047
1156, Tales of Destiny Original Soundtrack, 3.75, 12, 0.1047
1157, The Legend of Heroes Zero no Kiseki Original Soundtrack, 4.00, 13, 0.1046
1158, WANDERINGS, 4.41, 11, 0.1046
1159, YORU NO NAI KUNI OFFICIAL SOUND TRACK, 4.42, 13, 0.1046
1160, GUILTY GEAR XX SOUND ALIVE / A.S.H., 3.87, 15, 0.1045
1161, Wanderers from Ys Super Arrange Version, 3.77, 13, 0.1045
1162, Professor Layton and the Curious Village Original Soundtrack, 3.79, 17, 0.1043
1163, Bayonetta Preorder Purchase Bonus Original Soundtrack "Rodin's Selection", 4.40, 15, 0.1042
1164, Star Ocean -The Last Hope- Arrange Soundtrack, 3.88, 16, 0.1042
1165, R-TYPE FINAL ORIGINAL SOUND TRACKS, 3.70, 15, 0.1041
1166, Xenoblade2 Original Soundtrack [Type B], 4.79, 26, 0.1040
1167, FAIRY TAIL ORIGINAL SOUNDTRACK VOL.2, 4.22, 16, 0.1040
1168, SONIC THE HEDGEHOG ORIGINAL SOUND TRACK, 4.39, 18, 0.1039
1169, Beautiful Katamari Damacy Original Soundtrack "Katamari Suteki Damacy", 4.21, 14, 0.1039
1170, ELDER GATE Original Soundtrack, 4.08, 12, 0.1038
1171, ROCKMANZERO The Complete Works of GAME MUSIC, 4.46, 14, 0.1038
1172, VALKYRIE PROFILE VOICE MIX ARRANGE, 3.47, 17, 0.1036
1173, Fuujin Ryouiki Eretzvaju Original Soundtrack, 4.29, 14, 0.1036
1174, FINAL FANTASY Orchestral Album, 4.72, 16, 0.1034
1175, BLOOD of BAHAMUT Original Soundtrack, 3.86, 14, 0.1034
1176, Original Sound of Double Dragon ■ Arcade Version ■, 4.50, 12, 0.1034
1177, Seiken Densetsu 25th Anniversary Orchestra Concert CD, 4.46, 12, 0.1034
1178, Music from Super Contra & A-JAX, 3.80, 15, 0.1033
1179, NARUTO SHIPPŪDEN Original Sound Track, 4.67, 21, 0.1033
1180, SONIC THE HEDGEHOG BOOM, 4.23, 15, 0.1032
1181, GUILTY GEAR 2 OVERTURE ORIGINAL SOUNDTRACK Vol.2, 4.36, 11, 0.1031
1182, Higurashi no Naku Koro ni Kai Original Sound Version & Extra Sounds "Thanks/you", 4.71, 12, 0.1031
1183, Atlantis: The Lost Tales, 4.14, 11, 0.1031
1184, BLOOD+ ORIGINAL SOUNDTRACK 1, 4.54, 13, 0.1030
1185, GAME SOUND COLLECTION VOL.6 Soukyugurentai, 4.00, 11, 0.1030
1186, Valkyrie Profile -Covenant of the Plume- Arrange Album, 3.96, 12, 0.1030
1187, Biohazard The Umbrella Chronicles Original Sound Track, 4.00, 11, 0.1030
1188, FAMICOM 20TH ANNIVERSARY ARRANGE SOUND TRACKS, 3.79, 19, 0.1029
1189, Symphonic Suite Dragon Quest I & II, 4.00, 11, 0.1028
1190, NO MORE HEROES 2 DESPERATE STRUGGLE ORIGINAL SOUND TRACKS, 4.25, 14, 0.1028
1191, THE KING OF FIGHTERS 2002 ORIGINAL SOUND TRAX, 4.59, 11, 0.1026
1192, CLANNAD remix album -memento-, 4.12, 13, 0.1026
1193, Plants vs. Zombies Original Soundtrack, 4.04, 13, 0.1025
1194, Strider Hiryu -G.S.M. CAPCOM 2-, 3.75, 12, 0.1025
1195, NO REALITY ORIGINAL SOUNDTRACK, 4.83, 12, 0.1024
1196, MACROSS THE COMPLETE, 4.77, 11, 0.1023
1197, Brandish -The Dark Revenant- ORIGINAL SOUND TRACK, 4.14, 14, 0.1023
1198, Dead Rising Original Soundtrack, 3.83, 15, 0.1022
1199, Contra Dual Spirits ORIGINAL SOUNDTRACK, 3.86, 11, 0.1021
1200, Okami Gojuu no Shirabe, 3.70, 20, 0.1019
1201, Another Eden Original Soundtrack, 4.27, 11, 0.1019
1202, GUIN SAGA ORIGINAL SOUNDTRACK, 4.27, 11, 0.1019
1203, DONPACHI, 3.65, 13, 0.1017
1204, Navigatoria / Akiko Shikata, 4.64, 11, 0.1015
1205, Super Mario Bros. 3 -G.S.M.(FC) Nintendo 1-, 4.38, 13, 0.1015
1206, MOBILE SUIT GUNDAM UNICORN ORIGINAL SOUNDTRACK, 4.87, 39, 0.1015
1207, Age of Mythology Original Soundtrack, 4.36, 11, 0.1013
1208, Lost Child Original Sound Track from S.S.H Side-B, 4.35, 13, 0.1012
1209, Vampire Hunter: Darkstalkers' Revenge Arcade Gametrack, 4.00, 11, 0.1011
1210, Diddy Kong Racing Original Soundtrack, 3.75, 16, 0.1011
1211, Rewrite ORIGINAL SOUNDTRACK, 4.32, 19, 0.1010
1212, Violin de Hiite Mita ep2 ~ Maou no Gyakushuu / Scream no Hito, 4.54, 12, 0.1009
1213, MOTHER, 3.97, 15, 0.1006
1214, La Tale, 4.55, 11, 0.1005
1215, Before Crisis -Final Fantasy VII- & Last Order -Final Fantasy VII- Original Soundtrack, 3.88, 20, 0.1005
1216, Panzer Dragoon II Zwei Original Soundtrack, 4.13, 16, 0.1004
1217, GUILTY CROWN ORIGINAL SOUNDTRACK, 4.47, 32, 0.1004
1218, Katamari Damacy TRIBUTE Original Soundtrack: Katamari Takeshi, 4.77, 11, 0.1004
1219, Armored Core 4 Original Soundtrack, 4.41, 11, 0.1004
1220, Merregnon Soundtrack Volume 2, 4.00, 11, 0.1002
1221, Message, 3.92, 12, 0.0999
1222, ROCKMAN EXE TRANSMISSION SOUND TRACK, 4.00, 12, 0.0999
1223, Celestial Score, 4.08, 12, 0.0998
1224, WORLD OF FINAL FANTASY Original Soundtrack, 4.16, 16, 0.0998
1225, Umineko no Naku Koro ni musicbox Blue, 4.33, 12, 0.0998
1226, Crysis 2 Original Videogame Soundtrack, 4.59, 17, 0.0998
1227, Stolen Hearts / Nanaa Mihgo's, 4.39, 14, 0.0997
1228, ZUNTATA LIVE 1998 "güten Talk" from the earth ~AUDIO FILE~, 4.23, 11, 0.0997
1229, REMASTERED TRACKS ROCKMAN ZERO Physis, 4.47, 16, 0.0996
1230, Panty & Stocking with Garterbelt The Original Soundtrack, 4.23, 13, 0.0996
1231, METAL GEAR SOLID PORTABLE OPS ORIGINAL SOUNDTRACK, 3.83, 12, 0.0995
1232, XANADU NEXT Original Sound Track, 3.92, 12, 0.0993
1233, The Legend of Zelda - Ocarina of Time Vol. II: The Lost Tracks, 3.62, 17, 0.0993
1234, NiGHTS ~Hoshi Furu Yoru no Monogatari~ Original Soundtrack, 4.16, 16, 0.0993
1235, KINGDOM HEARTS -FINAL MIX- Additional Tracks, 3.81, 13, 0.0992
1236, Street Fighter EX -Arrange Sound Trax-, 4.17, 12, 0.0992
1237, Vampire: The Night Warriors Arcade Gametrack, 3.83, 12, 0.0992
1238, Perfect Dark Zero Original Soundtrack, 3.67, 15, 0.0990
1239, Musou Materialise, 4.88, 13, 0.0989
1240, The Orange Box Original Soundtrack, 4.15, 13, 0.0989
1241, GRAN TURISMO 5 ORIGINAL GAME SOUNDTRACK, 4.00, 12, 0.0989
1242, Pop'n Twinbee, 4.07, 14, 0.0988
1243, Yuusha 30 Sou ORIGINAL SOUNDTRACK, 4.21, 17, 0.0988
1244, The Binding of Isaac, 4.00, 18, 0.0987
1245, RAINBOW MOON MELODIES original soundtrack, 4.27, 11, 0.0986
1246, Giana Sisters: Twisted Dreams Original Soundtrack, 4.33, 12, 0.0984
1247, NOIR ORIGINAL SOUNDTRACK II, 4.00, 12, 0.0983
1248, BLAZBLUE PHASE III CHRONOPHANTASMA Original Soundtrack, 4.19, 13, 0.0982
1249, Nintendo 3DS Pokémon Omega Ruby & Alpha Sapphire Super Music Complete, 4.85, 13, 0.0982
1250, The Greatest Video Game Music, 3.29, 19, 0.0982
1251, Alien Soldier, 4.36, 11, 0.0982
1252, ADVENTURES of MANA Original Soundtrack, 4.00, 17, 0.0982
1253, The Soundtrack of Half-Life 2, 4.19, 13, 0.0981
1254, RULE of ROSE ~ Songs from the Original Soundtrack, 4.64, 14, 0.0980
1255, Puella Magi Madoka Magica Special CD 2 Original Soundtrack I, 4.58, 20, 0.0980
1256, Black Ocean / IMERUAT, 4.20, 15, 0.0979
1257, SaGa 3 Jikuu no Hasha: Shadow or Light Original Soundtrack, 3.89, 14, 0.0978
1258, Bionic Commando Rearmed (The Soundtrack), 4.27, 13, 0.0977
1259, GUNSTAR HEROES, 4.27, 15, 0.0976
1260, Persona4 The GOLDEN Original Soundtrack, 3.53, 17, 0.0976
1261, Sword Maniac, 3.83, 12, 0.0974
1262, Fate/Zero Drama CD I & Original Soundtrack I, 4.06, 16, 0.0974
1263, OBOROMURAMASA GENROKUKAIKITAN ORIGINAL SOUNDTRACK, 4.50, 13, 0.0974
1264, Aquaria Original Soundtrack, 4.57, 14, 0.0973
1265, GRAN TURISMO 2 ORIGINAL GAME SOUNDTRACK, 4.05, 11, 0.0972
1266, NieR:Automata Arranged & Unreleased Tracks, 3.63, 15, 0.0972
1267, Riviera ~The Promised Land~ Perfect Audio Collection Plus, 4.27, 11, 0.0969
1268, Darksiders II Original Soundtrack, 4.35, 13, 0.0969
1269, ZERO DIVIDE Original Game Soundtrack, 4.81, 13, 0.0969
1270, Assassin's Creed Revelations Original Game Soundtrack - The Complete Recordings, 4.42, 12, 0.0968
1271, CHAOS THEORY / AMON TOBIN, 4.05, 19, 0.0967
1272, Genso Suikoden Arrange Collection Vol.2 ~Celtic & Asian~, 3.88, 12, 0.0967
1273, The Elder Scrolls III: Morrowind Original Soundtrack, 3.83, 15, 0.0967
1274, American McGee's Alice Original Music Score, 4.22, 16, 0.0965
1275, KISEIJU ORIGINAL SOUNDTRACK, 4.22, 18, 0.0964
1276, DONKEY KONG RETURNS ORIGINAL SOUND TRACK, 3.87, 23, 0.0963
1277, Namco Game Sound Express VOL.24 Rave Racer, 3.89, 14, 0.0963
1278, Super Retro Game, 3.73, 11, 0.0963
1279, KABANERI OF THE IRON FORTRESS ORIGINAL SOUNDTRACK, 4.14, 43, 0.0961
1280, Tekken 7 Soundtrack, 4.08, 13, 0.0961
1281, Mega Selection -G.S.M. SEGA-, 4.42, 12, 0.0960
1282, Remember Me Original Soundtrack, 3.88, 16, 0.0960
1283, Under Defeat HD "NEW ORDER" Soundtrack, 3.85, 13, 0.0960
1284, Super Mario Bros. 3 Akihabara Electric Circus, 4.04, 12, 0.0960
1285, Metal Gear Ac!d & Ac!d² Original Soundtrack, 3.58, 13, 0.0960
1286, Headhunter: Redemption / Headhunter Original Soundtrack Recording, 4.29, 12, 0.0959
1287, Il mondo dove e finito il tempo, 4.43, 20, 0.0958
1288, Poptrick, 4.41, 11, 0.0958
1289, Let The Winds Blow: Phantasy Star Online episode III C.A.R.D. Revolution Original Sound Track, 4.18, 11, 0.0957
1290, Mario Kart 64 Race Tracks, 3.79, 14, 0.0957
1291, THE KING OF FIGHTERS XI SOUND COLLECTION, 4.04, 12, 0.0957
1292, Mana-Khemia Original Soundtrack, 4.14, 14, 0.0955
1293, STARFOX 64 Original Soundtrack, 3.92, 13, 0.0955
1294, FINAL FANTASY V Original Soundtrack Remaster Version, 4.45, 11, 0.0955
1295, Sinen ni Nozomu ga Gotoshi, 4.57, 14, 0.0954
1296, Fable III Original Soundtrack, 4.23, 11, 0.0953
1297, Sound Fantasy Romancia, 4.04, 13, 0.0952
1298, Alan Wake Original Score, 3.88, 16, 0.0952
1299, MAJIN TENSEI II EXCELLENCE SOUND COLLECTION, 4.23, 13, 0.0952
1300, The Greatest Video Game Music 2, 3.41, 16, 0.0950
1301, THE KING OF FIGHTERS XIII ORIGINAL SOUNDTRACK, 4.06, 16, 0.0950
1302, ESPGALUDA II Original Sound Track, 3.85, 13, 0.0949
1303, Fable Original Soundtrack, 3.76, 17, 0.0949
1304, Sorcerian Super Arrange Version, 4.14, 11, 0.0948
1305, Anata wo Yurusanai Original Soundtrack, 3.75, 14, 0.0948
1306, Deus Ex: Game of the Year Edition Soundtrack, 4.03, 16, 0.0946
1307, Umineko no Naku Koro ni Episode.1 Original Soundtrack Essence, 4.00, 12, 0.0946
1308, FINAL FANTASY TYPE-0 Original Soundtrack [Limited Edition], 3.88, 20, 0.0945
1309, Rockman 10 Image Soundtrack, 3.81, 18, 0.0944
1310, Devil Summoner: Kuzunoha Raidou tai Chouriki Heidan Complete Music Works, 4.03, 15, 0.0944
1311, Battle SQ [Limited Edition], 3.54, 12, 0.0944
1312, Kiri no Mukou ni Tsunagaru Sekai / Haruka Shimotsuki + Revo, 4.92, 13, 0.0943
1313, FINAL FANTASY VII ADVENT CHILDREN COMPLETE REUNION TRACKS, 4.03, 15, 0.0943
1314, FINAL FANTASY CRYSTAL CHRONICLES Ring of Fates Original Soundtrack, 3.58, 19, 0.0942
1315, Primal Original Soundtrack Score Recording, 3.88, 13, 0.0942
1316, Replica*, 4.36, 11, 0.0941
1317, THE LEGEND OF ZELDA A LINK BETWEEN WORLDS SOUND SELECTION, 4.63, 15, 0.0940
1318, CODE GEASS Lelouch of the Rebellion O.S.T.2, 4.32, 11, 0.0940
1319, Splatoon ORIGINAL SOUNDTRACK -Splatune-, 4.04, 14, 0.0939
1320, NARUTO SHIPPŪDEN Original Sound Track II, 4.86, 18, 0.0937
1321, NEON GENESIS EVANGELION III, 3.70, 15, 0.0936
1322, Blazing Star, 3.86, 11, 0.0936
1323, NHK Special "Uchuu Namachuukei Suisei Bakuhatsu Taiyoukei no Nazo" Original Soundtrack, 4.12, 13, 0.0934
1324, BURNING RANGERS SOUND TRACK, 4.29, 12, 0.0933
1325, VANQUISH ORIGINAL SOUNDTRACK, 3.41, 17, 0.0933
1326, 25th Anniversary Rockman Techno Arrange Ver., 3.59, 16, 0.0933
1327, Provincialism Ys, 3.64, 14, 0.0933
1328, Capcom vs. SNK 2 Millionaire Fighting 2001 Original Soundtrack, 3.96, 13, 0.0932
1329, Blossom, 4.42, 18, 0.0931
1330, Bakemonogatari Complete Music Works Songs & Soundtracks, 4.47, 17, 0.0931
1331, THE END OF EVANGELION, 4.62, 17, 0.0930
1332, TALES OF REBIRTH Original Soundtrack, 3.34, 16, 0.0930
1333, The Legend of Legacy Original Soundtrack, 3.97, 17, 0.0930
1334, KILLER INSTINCT GOLD SOUNDTRACK, 3.81, 13, 0.0930
1335, We are ROCK-MEN!, 3.79, 17, 0.0928
1336, TV ANIMATION MY HERO ACADEMIA ORIGINAL SOUNDTRACK, 4.58, 30, 0.0928
1337, Yuke Yuke!! Trouble Makers Original Soundtrack, 4.33, 12, 0.0927
1338, MediEvil: Resurrection Original Soundtrack, 4.34, 16, 0.0927
1339, Namco Game Sound Express VOL.10 Cyber Sled, 4.25, 12, 0.0926
1340, Varth: Operation Thunder Storm -G.S.M. CAPCOM 6-, 4.15, 13, 0.0925
1341, THE ANSWER - Armored Core Tribute Album -, 4.66, 16, 0.0925
1342, CODE GEASS Lelouch of the Rebellion R2 O.S.T.2, 4.38, 12, 0.0925
1343, Arc the Lad Twilight of the Spirits ORIGINAL GAME SOUNDTRACK, 3.96, 14, 0.0925
1344, Haibane Renmei Soundtrack Hane no ne, 4.50, 11, 0.0924
1345, THE LEGEND OF ZELDA: Twilight Princess HD ORIGINAL SOUNDTRACK, 4.27, 13, 0.0924
1346, Re:Birth II -Sen- / "SaGa" BATTLE ARRANGE, 4.23, 15, 0.0924
1347, TWINBEE PARADISE Sound Fantasia, 4.00, 11, 0.0923
1348, JIN-ROH Original Motion Picture Soundtrack, 4.45, 11, 0.0921
1349, SUPER STREET FIGHTER IV Character Sound Collection (Single Cut), 4.27, 11, 0.0919
1350, Assassin's Creed III Original Game Soundtrack, 3.38, 16, 0.0918
1351, Biohazard Revelations Original Soundtrack, 4.07, 14, 0.0917
1352, PERFECT SELECTION XEXEX, 4.36, 11, 0.0915
1353, HARDCORE SYNDROME 5, 4.68, 14, 0.0915
1354, THE LEGEND OF HEROES: ZERO NO KISEKI SUPER ARRANGE VERSION, 4.10, 15, 0.0915
1355, D2 Original Sound Track, 4.31, 13, 0.0915
1356, Super Metroid: Relics of the Chozo, 4.06, 16, 0.0914
1357, Hotline Miami Soundtrack, 4.67, 15, 0.0913
1358, Shin Megami Tensei NINE PREMIUM SOUND TRAX, 3.79, 12, 0.0913
1359, Maneuver Cepter "GRANADA", 3.62, 13, 0.0911
1360, DARK SOULS, 4.18, 14, 0.0911
1361, Tokyo Mono Hara Shi Karasunomorigakuen Kitan Gakusou, 4.63, 15, 0.0911
1362, .hack//Liminality ORIGINAL SOUNDTRACK, 4.08, 12, 0.0911
1363, DO-DON-PACHI DAI-FUKKATSU ORIGINAL SOUND TRACK for iPhone / iPod touch, 3.41, 16, 0.0910
1364, Mágico Catástrofe, 4.83, 20, 0.0910
1365, Söldner-X 2: Final Soundtrack, 4.19, 13, 0.0909
1366, Command & Conquer Soundtrack Collection, 4.68, 11, 0.0908
1367, Sword Art Online Original Soundtrack vol.1, 4.06, 18, 0.0908
1368, Sacred Factor, 4.17, 12, 0.0904
1369, 428 ~Fuusasareta Shibuya de~ Original Soundtrack, 3.92, 12, 0.0903
1370, MIDI POWER Pro 7 ~GRADIUS~, 4.14, 11, 0.0902
1371, Tales Of Series Battle Arrange Tracks, 4.11, 14, 0.0902
1372, FZ Series "AXIS", 3.79, 12, 0.0901
1373, Retro Remix Revue: Volume 2, 4.29, 12, 0.0901
1374, PERSONA MUSIC LIVE BAND, 4.06, 16, 0.0900
1375, Ys Piano Collection, 3.08, 12, 0.0899
1376, Persona 4 The Ultimate in Mayonaka Arena Original Arrange Soundtrack CD, 4.09, 16, 0.0899
1377, Higurashi no Naku Koro ni / Eiko Shimamiya, 4.54, 14, 0.0898
1378, Sakura Note ~Ima ni Tsunagaru Mirai~ Oto no Okurimono, 3.78, 18, 0.0897
1379, Shirokishi Monogatari -Inishie no Kodou- ORIGINAL SOUNDTRACK, 3.83, 12, 0.0896
1380, Sekaiju to Fushigi no Dungeon Original Sound Track, 4.62, 13, 0.0895
1381, GRAN TURISMO 3 A-spec ORIGINAL GAME SOUNDTRACK, 3.77, 13, 0.0895
1382, Makai Senki Disgaea Original Soundtrack, 3.68, 11, 0.0894
1383, Akame ga Kill! Original Soundtrack 1, 4.50, 14, 0.0893
1384, THE KING OF FIGHTERS '95 ARRANGE SOUND TRAX, 4.05, 11, 0.0893
1385, THE LEGEND OF HEROES: SEN NO KISEKI ORIGINAL SOUNDTRACK, 4.66, 16, 0.0893
1386, THE LEGEND OF ZELDA: MAJORA'S MASK 3D ORIGINAL SOUND TRACK, 4.32, 11, 0.0891
1387, Professor Layton and the Diabolical Box Original Soundtrack, 3.81, 13, 0.0889
1388, A NIGHT IN FANTASIA 2009, 3.75, 16, 0.0889
1389, Genso Suikoden III Music Collection ~Rustling of the Wind~, 4.13, 12, 0.0888
1390, I Am Rapture - Rapture Is Me: Official BioShock Score, 4.00, 14, 0.0888
1391, Garou Densetsu / Last Resort, 4.09, 11, 0.0888
1392, Time & Space - A Tribute to Yasunori Mitsuda (Blue), 3.43, 14, 0.0887
1393, TEN PLANTS, 3.21, 14, 0.0887
1394, SUPER MARIO HISTORY 1985-2010 Sound Track CD, 3.52, 22, 0.0886
1395, LOG HORIZON ORIGINAL SOUNDTRACK 1, 4.41, 16, 0.0886
1396, Arc the Lad Original Game Sound Track, 3.93, 14, 0.0883
1397, Driving Emotion Type-S / BUSHIDO BLADE Original Soundtrack, 3.96, 14, 0.0882
1398, REDLINE Original Soundtrack, 4.82, 11, 0.0881
1399, MUSIC FROM JESUS KYOUFU NO BIO-MONSTER, 3.62, 13, 0.0880
1400, Nintendo 3DS Pokémon X・Y Super Music Collection, 3.88, 20, 0.0880
1401, Trine Original Soundtrack, 4.32, 17, 0.0878
1402, Music from Ys Renewal, 3.64, 11, 0.0878
1403, HALO: REACH ORIGINAL SOUNDTRACK, 3.92, 13, 0.0877
1404, RIDGE RACER 7 : direct audio, 3.42, 13, 0.0877
1405, INNOCENCE O.S.T., 4.68, 11, 0.0876
1406, Assassin's Creed Original Game Soundtrack, 3.88, 12, 0.0875
1407, Celestial Music Record of All Mankind ~ Touhou Hisouten ORIGINAL SOUND TRACK, 4.29, 12, 0.0875
1408, RETRO FUTURE GIRLS, 4.50, 14, 0.0875
